"No","Title_E","OctetNo","Contents_E","Note_E","Status"
1127,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(51+12(NC-1))","Day of end of overall time interval",,"Operational"
1128,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(52+12(NC-1))","Hour of end of overall time interval",,"Operational"
1129,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(53+12(NC-1))","Minute of end of overall time interval",,"Operational"
1130,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(54+12(NC-1))","Second of end of overall time interval",,"Operational"
1131,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(55+12(NC-1))","n - number of time range specifications describing the time intervals used to calculate the statistically-processed field",,"Operational"
1132,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(56+12(NC-1))-(59+12(NC-1))","Total number of data values missing in statistical process",,"Operational"
1133,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"60-71   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
1134,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(60+12(NC-1))","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)#GRIB2_7_0_0_CodeFlag.doc#G2_CF410","Operational"
1135,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(61+12(NC-1))","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)#GRIB2_7_0_0_CodeFlag.doc#G2_CF411","Operational"
1136,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(62+12(NC-1))","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
1137,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(63+12(NC-1))-(66+12(NC-1))","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
1138,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(67+12(NC-1))","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
1139,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(68+12(NC-1))-(71+12(NC-1))","Time increment between successive fields, in units defined by the previous octet","(see Note 3)#GRIB2_7_0_0_Temp.doc#G2_Pdt491n","Operational"
1140,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"72-nn   These octets are included only if n>1, where nn = 72+12(n-1)+12(NC-1)",,"Operational"
1141,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(72+12(NC-1))-(83+12(NC-1))","As octets (60+12(NC-1)) to (71+12(NC-1)), next innermost step of processing",,"Operational"
1142,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(84+12(NC-1))-nn","Additional time range specifications, included in accordance with the value of n.  Contents as octets (60+12(NC -1)) to (71+12(NC -1)), repeated as necessary",,"Operational"
1143,"Product definition template 4.254 - CCITT IA5 character string","10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Operational"
1144,"Product definition template 4.254 - CCITT IA5 character string","11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Operational"
1145,"Product definition template 4.254 - CCITT IA5 character string","12-15","Number of characters",,"Operational"
1146,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Experimental"
1147,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Experimental"
1148,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Experimental"
1149,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","13","Background generating process identifier (defined by originating centre)",,"Experimental"
1150,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","14","Analysis or forecast generating process identifier (defined by originating centre)",,"Experimental"
1151,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","15-16","Hours of observational data cutoff after reference time","(see Note)#GRIB2_7_0_0_Temp.doc#G2_Pdt41000n","Experimental"
1152,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","17","Minutes of observational data cutoff after reference time",,"Experimental"
1153,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","18","Indicator of unit of time range","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Experimental"
