#
# BUFR Code and Flag Table
# hand modified from BC_CodeFlagTable.xls file from AShimazaki@wmo.int Dec 01, 2009
#
SNo,FXY,CodeFigure,enDescription1,enDescription2,enDescription3
3784,033031,3,This record starts a sequence that is inconsistent with previous times (i.e. there is a time discontinuity). This may or may not be associated with a spacecraft clock update (see scan line status flags for ATOVS),,
3785,033031,4,Start of a sequence that apparently repeats scan times that have been previously accepted,,
3786,033031,5,Scan line was not calibrated because of bad time,,
3787,033031,6,Scan line was calibrated using fewer than the preferred number of scan lines because of proximaty to start or end of data or to a data gap,,
3788,033031,7,Scan line was not calibrated because of bad or insufficient PRT data,,
3789,033031,8,Scan line was calibrated but with marginal PRT data,,
3790,033031,9,Some uncalibrated channels on this scan,,
3791,033031,10,Uncalibrated due to instrument mode,,
3792,033031,11,Questionable calibration because of antenna position error of space view,,
3793,033031,12,Questionable calibration because of antenna position error of black body,,
3794,033031,13,Not earth located because of bad time,,
3795,033031,14,Earth location questionable because of questionable time code (see time problem code bits),,
3796,033031,15,Earth location questionable   only marginal agreement with reasonableness check,,
3797,033031,16,Earth location questionable   fails reasonableness check,,
3798,033031,17,Earth location questionable because of antenna position check,,
3799,033031,18,Scan line calibration cold black body,,
3800,033031,19,Scan line calibration warm black body,,
3801,033031,20,Scan line calibration space view,,
3802,033031,21,Earth view,,
3803,033031,22-23,Reserved,,
3804,033031,All 24,Missing value,,
3805,033032,1,No good blackbody counts for scan line,,
3806,033032,2,No good space view counts for this line,,
3807,033032,3,No good PRTs for this line,,
3808,033032,4,Some bad blackbody view counts for this line,,
3809,033032,5,Some bad space view counts for this line,,
3810,033032,6,Some bad PRT temps on this line,,
3811,033032,7-23,Reserved (bits set to zero),,
3812,033032,All 24,Missing value,,
3813,033033,1,Set if secondary calibration used,,
3814,033033,2-21,Bit n set to 1 if brightness temperature in channel n 1 is physically unreasonable or has not been calculated due to calibration problems,,
3815,033033,22,Set if all the channels are missing,,
3816,033033,23,Suspect,,
3817,033033,All 24,Missing value,,
3818,033035,0,Automatic quality control passed and not manually checked,,
3819,033035,1,Automatic quality control passed and manually checked and passed,,
3820,033035,2,Automatic quality control passed and manually checked and deleted,,
3821,033035,3,Automatic quality control failed and manually not checked,,
3822,033035,4,Automatic quality control failed and manually checked and failed,,
3823,033035,5,Automatic quality control failed and manually checked and re-inserted,,
3824,033035,6,Automatic quality control flagged data as questionable and not manually checked,,
3825,033035,7,Automatic quality control flagged data as questionable and manually checked and failed,,
3826,033035,8,Manually checked and failed,,
3827,033035,9-14,Reserved,,
3828,033035,15,Missing value,,
3829,033037,1,U departure from guess,,
3830,033037,2,V departure from guess,,
3831,033037,3,U & V departure from guess,,
3832,033037,4,U acceleration,,
3833,033037,5,V acceleration,,
3834,033037,6,U & V acceleration,,
3835,033037,7,Possible land feature,,
3836,033037,8,U acceleration and possible land feature,,
3837,033037,9,V acceleration and possible land feature,,
3838,033037,10,U & V acceleration and possible land feature,,
3839,033037,11,Bad wind guess,,
3840,033037,12,Correlation failure,,
3841,033037,13,Search box off edge of area,,
3842,033037,14,Target box off edge of area,,
3843,033037,15,Pixel brightness out of bounds (noisy line),,
3844,033037,16,Target outside of lat/long box,,
3845,033037,17,Target outside of pressure min/max,,
3846,033037,18,Autoeditor flagged slow vector,,
3847,033037,19,Autoeditor flagged vectors,,
3848,033037,All 20,Missing value,,
3849,033038,1,Total Zenith Delay quality is considered poor,,
3850,033038,2,GALILEO satellites used,,
3851,033038,3,GLONASS satellites used,,
3852,033038,4,GPS satellites used,,
3853,033038,5,Meteorological data applied,,
3854,033038,6,Atmospheric loading correction applied,,
3855,033038,7,Ocean tide loading applied,,
3856,033038,8,Climate quality data processing,,
3857,033038,9,Near-real time data processing,,
3858,033038,All 10,Missing value,,
3859,033039,1,Non-nominal quality,,
3860,033039,2,Offline product,,
3861,033039,3,Ascending occultation flag,,
3862,033039,4,Excess Phase processing non-nominal,,
3863,033039,5,Bending Angle processing non-nominal,,
3864,033039,6,Refractivity processing non-nominal,,
3865,033039,7,Meteorological processing non-nominal,,
3866,033039,8-13,Reserved,,
3867,033039,14,Background profile non-nominal,,
3868,033039,15,Background (i.e. not retrieved) profile present,,
3869,033039,All 16,Missing value,,
3870,033041,0,The following value is the true value,,
3871,033041,1,The following value is higher than the true value (the measurement hit the lower limit of the instrument),,
3872,033041,2,The following value is lower than the true value (the measurement hit the higher limit of the instrument),,
3873,033041,3,Missing value,,
3874,033042,0,Exclusive lower limit (>),,
3875,033042,1,Inclusive lower limit (>=),,
3876,033042,2,Exclusive upper limit (<),,
3877,033042,3,Inclusive upper limit (=<),,
3878,033042,4-6,Reserved,,
3879,033042,7,Missing value,,
3880,033043,1,Sea MDS.  Nadir only SST retrieval used 3.7 Micron channel.  Land MDS reserved,,
3881,033043,2,Sea MDS.  Dual view SST retrieval used 3.7 Micron channel.  Land MDS reserved.,,
3882,033043,3,Nadir view contains day time data,,
3883,033043,4,Forward view contains day time data,,
3884,033043,5-7,Reserved,,
3885,033043,All 8,Missing value,,
3886,033044,1,Input data mean outside nominal range flag,,
3887,033044,2,Input data standard deviation outside nominal range flag,,
3888,033044,3,Number of input data gaps > threshold value,,
3889,033044,4,Percentage of missing lines > threshold value,,
3890,033044,5,Doppler centroid uncertain.  Confidence measure <  specific value,,
3891,033044,6,Doppler ambiguity estimate uncertain.  Confidence measure < specific value,,
3892,033044,7,Output data mean outside nominal range flag,,
3893,033044,8,Output data standard deviation outside nominal range flag,,
3894,033044,9,Chirp reconstruction failed or is of low quality flag,,
3895,033044,10,Data set missing,,
3896,033044,11,Invalid downlink parameters,,
3897,033044,12,Azimuth cut-off iteration count.  The azimuth cut-off fit did not converge within a minimum number of iterations,,
3898,033044,13,Azimuth cut-off fit did not converge within a minimum number of iterations,,
3899,033044,14,"Phase information confidence measure.  The imaginary spectral peak is less than a minimum threshold, or the zero lag shift is greater than a minimum threshold",,
3900,033044,All 15,Missing value,,
3901,033047,1,Error detected and attempts to recover made,,
3902,033047,2,Anomaly in on-board data handling  (OBDH) value detected,,
3903,033047,3,Anomaly in Ultra Stable Oscillator Processing (USOP) value detected,,
3904,033047,4,Errors detected by on-board computer,,
3905,033047,5,Automatic gain control (AGC) out of range,,
3906,033047,6,Rx delay fault.  Rx distance out of range,,
3907,033047,7,Wave form samples fault identifier. Error,,
3908,033047,8,S-band anomaly error detected,,
3909,033047,9-11,Reserved,,
3910,033047,12,Brightness temperature (channel 1) out of range,,
3911,033047,13,Brightness temperature (channel 2) out of range,,
3912,033047,14,Reserved,,
3913,033047,15,Ku Ocean retracking error,,
3914,033047,16,S Ocean retracking error,,
3915,033047,17,Ku Ice 1 retracking error,,
3916,033047,18,S Ice 1 retracking error,,
3917,033047,19,Ku Ice 2 retracking error,,
3918,033047,20,S Ice 2 retracking error,,
3919,033047,21,Ku Sea Ice retracking error,,
3920,033047,22,Arithmetic fault error,,
3921,033047,23,Meteo data state. No map,,
3922,033047,24,Meteo data state. 1 map,,
3923,033047,25,Meteo data state 2 maps degraded,,
3924,033047,26,Meteo data state 2 maps nominal,,
3925,033047,27,"Orbit propagator status for propagation mode, several errors",,
3926,033047,28,"Orbit propagator status for propagation mode, warning detected",,
3927,033047,29,"Orbit propagator status for initialisation mode, several errors",,
3928,033047,30,"Orbit propagator status for initialisation mode, warning detected",,
3929,033047,All 31,Missing value,,
3930,033048,0,Inversion successful,,
3931,033048,1,Inversion not successful,,
3932,033048,2,Reserved,,
3933,033048,3,Missing value,,
3934,033049,0,External wind direction used during inversion,,
3935,033049,1,External wind direction not used during inversion,,
3936,033049,2,Reserved,,
3937,033049,3,Missing value,,
3938,033050,0,Unqualified,,
3939,033050,1,Correct value (all checks passed),,
3940,033050,2,Probably good but value inconsistent with statistics (differ from climatology),,
3941,033050,3,"Probably bad (spike, gradient, etc, if other tests passed)",,
3942,033050,4,"Bad value, Impossible value (out of scale, vertical instability, constant profile)",,
3943,033050,5,Value modified during quality control,,
3944,033050,6-7,Reserved,,
3945,033050,8,Interpolated value,,
3946,033050,9-14,Reserved,,
3947,033050,15,Missing value,,
3948,033052,1-20,"First 20 least significant bits correspond to the 20 values (one per data block containing: 0=valid measurement, 1=invalid).  Bit 1 applies to the 20th data block.",,
3949,033052,All 21,Missing value,,
3950,033053,1-20,"First 20 least significant bits correspond to the 20 values (one per data block containing: 0=valid measurement, 1=invalid).  Bit 1 applies to the 20th data block.",,
3951,033053,All 21,Missing value,,
3952,033060,0,Good,,
3953,033060,1,Bad,,
3954,033060,2,Reserved,,
3955,033060,3,Missing value,,
3956,033070,0,Good retrieval,,
3957,033070,1,Bad aerosol information flag or NOAA-16 radiance anomaly,,
3958,033070,2,Solar zenith angle greater than 84 degrees,,
3959,033070,3,380nm residue greater than limit,,
3960,033070,4,Ozone inconsistency,,
3961,033070,5,Difference between profile ozone and step 3 total ozone exceeds threshold (set to 25 DU),,
3962,033070,6,Step 1 ozone iteration did not converge,,
3963,033070,7,Any channel residue greater than 16 or bad radiance,,
3964,033070,6-14,Reserved,,
3965,033070,15,Missing value,,
3966,033071,0,Good retrieval,,
3967,033071,1,Solar zenith angle greater than 84 degrees,,
3968,033071,2,Difference between step 3 and profile total ozone greater than limit (25 DU),,
3969,033071,3,Average final residue for wavelengths used in retrieval greater than threshold,,
3970,033071,4,Final residue greater than 3 times a priori error,,
3971,033071,5,Difference between retrieved and a priori greater than 3 times a priori error,,
3972,033071,6,Non-convergent solution,,
3973,033071,7,Upper level profile anomaly or stray light anomaly,,
3974,033071,8,Initial residue greater than 18.0 N-value units,,
3975,033071,7-14,Reserved,,
3976,033071,15,Missing value,,
3977,033072,0,Good retrieval,,
3978,033072,1,Reflectivity out of range,,
3979,033072,2,Larger Pixels (Number of cross-track pixels less than 32) or backward scans Error,,
3980,033072,3,Solar zenith angle greater than 88,,
3981,033072,4,Latitude/longitude out of range,,
3982,033072,5,Viewing zenith angle or solar zenith angle out of range,,
3983,033072,6,Step-one process failed in general,,
3984,033072,7,First guess ozone out of range,,
3985,033072,8,Too many iterations (exceed 8),,
3986,033072,9,Step-one residue calculation failed,,
3987,033072,10,Step-two process failed in general,,
3988,033072,11,First guess ozone profile out of range,,
3989,033072,12,Step-two ozone value out of range,,
3990,033072,13,Step-two residue calculation failed,,
3991,033072,14,Step-three process failed in general,,
3992,033072,15,Polarization Correction Accuracy Alert,,
3993,033072,16,Radiance or irradiance less or equal to zero,,
3994,033072,17-30,Reserved,,
3995,033072,31,Missing value,,
3996,035000,000-099,International FM Codes,,
3997,035000,100-199,RA I Codes,,
3998,035000,200-299,RA II Codes,,
3999,035000,300-399,RA III Codes,,
4000,035000,400-499,RA IV Codes,,
4001,035000,500-599,RA V Codes,,
4002,035000,600-699,RA VI Codes,,
4003,035000,700-799,Antarctic Codes,,
4004,035000,800-999,Reserved,,
4005,035000,1000-1022,Not used,,
4006,035000,1023,Missing value,,
4007,035001,0,Real time,,
4008,035001,1,Near-real time,,
4009,035001,2,Non-real time,,
4010,035001,3,Reserved,,
4011,035001,4,Reserved,,
4012,035001,5,Reserved,,
4013,035001,6,Reserved,,
4014,035001,7,Missing value,,
4015,035030,0,No discrepancies,,
4016,035030,1,Non-compliance with standard and recommended practices and procedures including those of monitoring,,
4017,035030,2,Catalogues of meteorological bulletins not updated in a timely manner,,
4018,035030,3,Incorrect routeing directories,,
4019,035030,4,Lack of flexibility in the routeing arrangements,,
4020,035030,5,Deficiencies in the operation of GTS centres and circuits,,
4021,035030,6,Loss of data or delays in relaying data on the GTS,,
4022,035030,7,Routeing of data different from the routeing provided in the plan,,
4023,035030,8,Various malpractices,,
4024,035030,9-14,Reserved,,
4025,035030,15,Missing value,,
4026,035031,1,Sufficient and all of acceptable quality,,
4027,035031,2,Sufficient but partly of acceptable quality,,
4028,035031,3,Insufficient but all of acceptable quality,,
4029,035031,4,Insufficient and of unacceptable quality,,
4030,035031,5,Some messages not complete,,
4031,035031,6,Suspect or wrongly coded groups could not be interpreted confidently,,
4032,035031,7,Gross coding errors,,
4033,035031,8,Transmission sequential order not observed,,
4034,035031,9,Report completely garbled and thus discarded,,
4035,035031,10,Deficiencies identified and rectified,,
4036,035031,11,Deficiencies identified but not rectified,,
4037,035031,12,Deficiencies not identified,,
4038,035031,13,Measuring errors,,
4039,035031,14,Mutual inconsistency,,
4040,035031,15,Temporal inconsistency,,
4041,035031,16,Forecast error,,
4042,035031,17,Bias,,
4043,035031,18,Improve system of quality control,,
4044,035031,19,Expand training programmes,,
4045,035031,20-98,Reserved,,
4046,035031,99-122,Not used,,
4047,035031,123,Missing value,,
4048,035032,1,Data groups missing due to radio fading,,
